gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
Macir	0	0	0	0	0	69	25
Macroh2a1	0	0	0	0	0	314	326
Macroh2a2	0	0	0	0	0	27	25
Magea13	0	0	0	0	0	0	0
Magea14	0	0	0	0	0	0	0
Magea9	0	0	0	0	0	0	0
Mageb11	0	0	0	0	0	0	0
Mageb5b	0	0	0	0	0	0	0
Mageb6b1	0	0	0	0	0	0	0
Mageb6b2	0	0	0	0	0	0	0
Magec2	0	0	0	0	0	0	0
Marchf1	0	0	0	0	0	66	9
Marchf10	0	0	0	0	0	0	1
Marchf11	0	0	0	0	0	1	0
Marchf2	0	0	0	0	0	125	66
Marchf3	0	0	0	0	0	171	62
Marchf4	0	0	0	0	0	0	0
Marchf5	0	0	0	0	0	127	142
Marchf6	0	0	0	0	0	113	101
Marchf7	0	0	0	0	0	172	167
Marchf8	0	0	0	0	0	98	63
Marchf9	0	0	0	0	0	7	4
Mars1	0	0	0	0	0	40	42
Matcap1	0	0	0	0	0	4	12
Mcpt-ps1	0	0	0	0	0	0	0
Mdfic2	0	0	0	0	0	38	0
Meiosin	0	0	0	0	0	0	3
Mexis	0	0	0	0	0	7	9
Mfsd4b3-ps	0	0	0	0	0	4	0
Mgat4f	0	0	0	0	0	0	0
Mideas	0	0	0	0	0	87	66
Mir181a-1hg	0	0	0	0	0	2	2
Mir217hg	0	0	0	0	0	0	0
Misfa	0	0	0	0	0	0	0
Misp3	0	0	0	0	0	3	0
Mmp1a	0	0	0	0	0	0	0
Ms4a19	0	0	0	0	0	0	0
Ms4a20	0	0	0	0	0	0	0
Msantd5	0	0	0	0	0	0	0
Mtarc1	0	0	0	0	0	0	0
Mtarc2	0	0	0	0	0	191	160
Mtres1	0	0	0	0	0	55	59
Mtrfr	0	0	0	0	0	12	20
Muc21	0	0	0	0	0	0	1
Mx2	0	0	0	0	0	6	1
Myef2l	0	0	0	0	0	2	3
Myo15a	0	0	0	0	0	2	2
Naa12	0	0	0	0	0	161	163
Nalf1	0	0	0	0	0	1	0
Nalf2	0	0	0	0	0	0	0
Ncbp2as2	0	0	0	0	0	133	175
Ndufb1	0	0	0	0	0	502	403
Ndufb11b	0	0	0	0	0	0	0
Ndufb4b	0	0	0	0	0	8	6
Nfilz	0	0	0	0	0	0	0
Nherf1	0	0	0	0	0	465	242
Nherf2	0	0	0	0	0	95	67
Nherf4	0	0	0	0	0	0	0
Niban1	0	0	0	0	0	100	39
Niban2	0	0	0	0	0	83	102
Niban3	0	0	0	0	0	4	1
Nlrp1c-ps	0	0	0	0	0	5	1
Nlrp5-ps	0	0	0	0	0	22	2
Nopchap1	0	0	0	0	0	60	35
Norad	0	0	0	0	0	220	204
Nscme3l	0	0	0	0	0	1	1
Nt5el	0	0	0	0	0	0	0
Nup50l	0	0	0	0	0	0	0
Oas1b	0	0	0	0	0	5	5
Obi1	0	0	0	0	0	33	42
Odad1	0	0	0	0	0	8	7
Odad2	0	0	0	0	0	0	0
Odad3	0	0	0	0	0	0	0
Odad4	0	0	0	0	0	1	3
Olfr908	0	0	0	0	0	0	0
Or10a2	0	0	0	0	0	0	0
Or10a3	0	0	0	0	0	0	0
Or10a3b	0	0	0	0	0	0	0
Or10a3m	0	0	0	0	0	0	0
Or10a3n	0	0	0	0	0	0	0
Or10a4	0	0	0	0	0	0	0
Or10a48	0	0	0	0	0	0	0
Or10a49	0	0	0	0	0	0	0
Or10a5	0	0	0	0	0	0	0
Or10aa1	0	0	0	0	0	0	0
Or10aa3	0	0	0	0	0	0	0
Or10ab4	0	0	0	0	0	0	0
Or10ab5	0	0	0	0	0	0	0
Or10ac1	0	0	0	0	0	0	0
Or10ad1	0	0	0	0	0	0	0
Or10ad1b	0	0	0	0	0	0	0
Or10ad1c	0	0	0	0	0	0	0
Or10ag2	0	0	0	0	0	0	0
Or10ag52	0	0	0	0	0	0	0
Or10ag53	0	0	0	0	0	0	0
Or10ag54	0	0	0	0	0	0	0
Or10ag55-ps1	0	0	0	0	0	0	0
Or10ag56	0	0	0	0	0	0	0
Or10ag57	0	0	0	0	0	0	0
Or10ag58	0	0	0	0	0	4	0
Or10ag59	0	0	0	0	0	0	0
Or10ag60	0	0	0	0	0	0	0
Or10ah1-ps1	0	0	0	0	0	0	1
Or10ak11	0	0	0	0	0	0	0
Or10ak12	0	0	0	0	0	0	0
Or10ak13	0	0	0	0	0	0	0
Or10ak14	0	0	0	0	0	0	0
Or10ak16	0	0	0	0	0	0	0
Or10ak7	0	0	0	0	0	0	0
Or10ak8	0	0	0	0	0	0	0
Or10ak9	0	0	0	0	0	0	0
Or10al2	0	0	0	0	0	0	0
Or10al3	0	0	0	0	0	0	0
Or10al4	0	0	0	0	0	0	0
Or10al5	0	0	0	0	0	0	0
Or10al6	0	0	0	0	0	0	0
Or10al7	0	0	0	0	0	0	0
Or10am5	0	0	0	0	0	0	0
Or10b1	0	0	0	0	0	0	0
Or10c1	0	0	0	0	0	0	0
Or10d1	0	0	0	0	0	0	0
Or10d1b	0	0	0	0	0	0	0
Or10d1c	0	0	0	0	0	0	0
Or10d3	0	0	0	0	0	0	0
Or10d4	0	0	0	0	0	0	0
Or10d4b	0	0	0	0	0	0	0
Or10d4c	0	0	0	0	0	0	0
Or10d5	0	0	0	0	0	0	0
Or10d5b	0	0	0	0	0	0	0
Or10d5j	0	0	0	0	0	0	0
Or10g1	0	0	0	0	0	0	0
Or10g1b	0	0	0	0	0	0	0
Or10g3	0	0	0	0	0	0	0
Or10g3b	0	0	0	0	0	0	0
Or10g6	0	0	0	0	0	0	0
Or10g7	0	0	0	0	0	0	0
Or10g9	0	0	0	0	0	0	0
Or10g9b	0	0	0	0	0	0	0
Or10h1	0	0	0	0	0	0	0
Or10h1b	0	0	0	0	0	0	0
Or10h28	0	0	0	0	0	0	0
Or10h5	0	0	0	0	0	0	0
Or10j2	0	0	0	0	0	0	0
Or10j27	0	0	0	0	0	0	0
Or10j3	0	0	0	0	0	0	0
Or10j3b	0	0	0	0	0	0	0
Or10j5	0	0	0	0	0	0	0
Or10j7	0	0	0	0	0	0	0
Or10k2	0	0	0	0	0	0	0
Or10n1	0	0	0	0	0	0	0
Or10n7-ps1	0	0	0	0	0	0	0
Or10p1	0	0	0	0	0	0	0
Or10p21	0	0	0	0	0	0	0
Or10p22	0	0	0	0	0	0	0
Or10q1	0	0	0	0	0	0	0
Or10q12	0	0	0	0	0	0	0
Or10q1b	0	0	0	0	0	0	0
Or10q3	0	0	0	0	0	0	0
Or10s1	0	0	0	0	0	0	0
Or10u3	0	0	0	0	0	0	0
Or10u4	0	0	0	0	0	0	0
Or10v1	0	0	0	0	0	0	0
Or10v5	0	0	0	0	0	0	0
Or10v9	0	0	0	0	0	0	0
Or10w1	0	0	0	0	0	0	0
Or10w3	0	0	0	0	0	0	0
Or10x1	0	0	0	0	0	0	0
Or10x4	0	0	0	0	0	0	0
Or10z1	0	0	0	0	0	0	0
Or11a4	0	0	0	0	0	0	0
Or11g1	0	0	0	0	0	0	0
Or11g2	0	0	0	0	0	0	0
Or11g24	0	0	0	0	0	0	0
Or11g25	0	0	0	0	0	0	0
Or11g26	0	0	0	0	0	1	0
Or11g27	0	0	0	0	0	0	0
Or11g7	0	0	0	0	0	0	0
Or11h23	0	0	0	0	0	0	0
Or11h4	0	0	0	0	0	0	0
Or11h4b	0	0	0	0	0	0	0
Or11h6	0	0	0	0	0	0	0
Or11h7	0	0	0	0	0	0	0
Or11i1	0	0	0	0	0	0	0
Or11j4	0	0	0	0	0	0	0
Or11l3	0	0	0	0	0	0	0
Or11m3	0	0	0	0	0	0	0
Or11n2	0	0	0	0	0	0	0
Or11q2	0	0	0	0	0	0	0
Or12d12	0	0	0	0	0	0	0
Or12d13	0	0	0	0	0	0	0
Or12d14-ps1	0	0	0	0	0	0	0
Or12d15	0	0	0	0	0	0	0
Or12d16-ps1	0	0	0	0	0	0	0
Or12d17	0	0	0	0	0	0	0
Or12d2	0	0	0	0	0	0	0
Or12e1	0	0	0	0	0	0	0
Or12e10	0	0	0	0	0	0	0
Or12e13	0	0	0	0	0	0	0
Or12e14	0	0	0	0	0	0	0
Or12e7	0	0	0	0	0	0	0
Or12e8	0	0	0	0	0	0	0
Or12e9	0	0	0	0	0	0	0
Or12j2	0	0	0	0	0	0	0
Or12j3	0	0	0	0	0	0	0
Or12j4	0	0	0	0	0	0	0
Or12j5	0	0	0	0	0	0	0
Or12k5	0	0	0	0	0	0	0
Or12k7	0	0	0	0	0	0	0
Or12k8	0	0	0	0	0	0	0
Or13a1	0	0	0	0	0	0	0
Or13a17	0	0	0	0	0	0	0
Or13a18	0	0	0	0	0	0	0
Or13a19	0	0	0	0	0	0	0
Or13a20	0	0	0	0	0	0	0
Or13a21	0	0	0	0	0	0	0
Or13a22	0	0	0	0	0	0	0
Or13a23-ps1	0	0	0	0	0	0	0
Or13a24	0	0	0	0	0	0	0
Or13a25	0	0	0	0	0	0	0
Or13a26	0	0	0	0	0	0	0
Or13a27	0	0	0	0	0	3	0
Or13a28	0	0	0	0	0	0	0
Or13ae2	0	0	0	0	0	0	0
Or13c25	0	0	0	0	0	0	0
Or13c3	0	0	0	0	0	0	0
Or13c7	0	0	0	0	0	0	0
Or13c7b	0	0	0	0	0	0	0
Or13c7c	0	0	0	0	0	0	0
Or13c7d	0	0	0	0	0	0	0
Or13c7e-ps1	0	0	0	0	0	0	0
Or13c9	0	0	0	0	0	0	0
Or13d1	0	0	0	0	0	0	0
Or13e8	0	0	0	0	0	0	0
Or13f5	0	0	0	0	0	0	0
Or13g1	0	0	0	0	0	0	0
Or13j1	0	0	0	0	0	0	0
Or13l2	0	0	0	0	0	0	0
Or13m2-ps1	0	0	0	0	0	0	0
Or13n4	0	0	0	0	0	0	0
Or13p10	0	0	0	0	0	0	0
Or13p3	0	0	0	0	0	0	0
Or13p4	0	0	0	0	0	0	0
Or13p5	0	0	0	0	0	0	0
Or13p8	0	0	0	0	0	0	0
Or14a256	0	0	0	0	0	0	0
Or14a257	0	0	0	0	0	0	0
Or14a258	0	0	0	0	0	0	0
Or14a259	0	0	0	0	0	0	0
Or14a260	0	0	0	0	0	0	0
Or14c39	0	0	0	0	0	0	0
Or14c40	0	0	0	0	0	0	0
Or14c41	0	0	0	0	0	0	0
Or14c42-ps1	0	0	0	0	0	0	0
Or14c43	0	0	0	0	0	0	0
Or14c44	0	0	0	0	0	0	0
Or14c45	0	0	0	0	0	0	0
Or14c46	0	0	0	0	0	0	0
Or14j1	0	0	0	0	0	0	0
Or14j10	0	0	0	0	0	0	0
Or14j2	0	0	0	0	0	0	0
Or14j3	0	0	0	0	0	0	0
Or14j4	0	0	0	0	0	0	0
Or14j5	0	0	0	0	0	0	0
Or14j6	0	0	0	0	0	0	0
Or14j7	0	0	0	0	0	0	0
Or14j8	0	0	0	0	0	0	0
Or14j9	0	0	0	0	0	0	0
Or14n1-ps1	0	0	0	0	0	0	0
Or14p1	0	0	0	0	0	0	0
Or1a1	0	0	0	0	0	0	0
Or1a1b	0	0	0	0	0	0	0
Or1aa2	0	0	0	0	0	0	0
Or1ab2	0	0	0	0	0	0	0
Or1ad1	0	0	0	0	0	0	0
Or1ad6	0	0	0	0	0	0	0
Or1ad8	0	0	0	0	0	0	0
Or1af1	0	0	0	0	0	0	0
Or1ak2	0	0	0	0	0	0	0
Or1b1	0	0	0	0	0	0	0
Or1d2	0	0	0	0	0	0	0
Or1e1	0	0	0	0	0	0	0
Or1e16	0	0	0	0	0	0	0
Or1e17	0	0	0	0	0	0	0
Or1e18-ps1	0	0	0	0	0	0	0
Or1e19	0	0	0	0	0	0	0
Or1e1b-ps1	0	0	0	0	0	0	0
Or1e1c	0	0	0	0	0	0	0
Or1e1d-ps1	0	0	0	0	0	0	0
Or1e1f	0	0	0	0	0	0	0
Or1e20-ps1	0	0	0	0	0	0	0
Or1e21	0	0	0	0	0	0	0
Or1e22	0	0	0	0	0	0	0
Or1e23	0	0	0	0	0	0	0
Or1e25	0	0	0	0	0	0	0
Or1e26	0	0	0	0	0	0	0
Or1e27-ps1	0	0	0	0	0	0	0
Or1e28-ps1	0	0	0	0	0	0	0
Or1e29	0	0	0	0	0	0	0
Or1e30	0	0	0	0	0	0	0
Or1e31	0	0	0	0	0	0	0
Or1e32	0	0	0	0	0	0	0
Or1e33	0	0	0	0	0	0	0
Or1e34	0	0	0	0	0	0	0
Or1e35	0	0	0	0	0	0	0
Or1f12	0	0	0	0	0	0	0
Or1f19	0	0	0	0	0	0	0
Or1i2	0	0	0	0	0	0	0
Or1j1	0	0	0	0	0	0	0
Or1j10	0	0	0	0	0	0	0
Or1j11	0	0	0	0	0	0	0
Or1j12	0	0	0	0	0	0	0
Or1j13	0	0	0	0	0	0	0
Or1j14	0	0	0	0	0	0	0
Or1j15	0	0	0	0	0	0	0
Or1j16	0	0	0	0	0	0	0
Or1j17	0	0	0	0	0	0	0
Or1j18	0	0	0	0	0	0	0
Or1j19	0	0	0	0	0	0	0
Or1j20	0	0	0	0	0	0	0
Or1j21	0	0	0	0	0	0	0
Or1j4	0	0	0	0	0	0	0
Or1j8	0	0	0	0	0	0	0
Or1l4	0	0	0	0	0	0	0
Or1l4b	0	0	0	0	0	0	0
Or1l8	0	0	0	0	0	0	0
Or1m1	0	0	0	0	0	0	0
Or1n1	0	0	0	0	0	0	0
Or1n1b	0	0	0	0	0	0	0
Or1n2	0	0	0	0	0	0	0
Or1o1	0	0	0	0	0	0	0
Or1o11	0	0	0	0	0	0	0
Or1o2	0	0	0	0	0	0	0
Or1o3	0	0	0	0	0	0	0
Or1o4	0	0	0	0	0	0	0
Or1p1	0	0	0	0	0	0	0
Or1p1b	0	0	0	0	0	0	0
Or1p1c	0	0	0	0	0	0	0
Or1p4-ps1	0	0	0	0	0	0	0
Or1q1	0	0	0	0	0	0	0
Or1r1	0	0	0	0	0	0	0
Or1s2	0	0	0	0	0	0	0
Or1x2	0	0	0	0	0	0	0
Or1x6	0	0	0	0	0	0	0
Or2a12	0	0	0	0	0	0	0
Or2a14	0	0	0	0	0	0	0
Or2a20	0	0	0	0	0	0	0
Or2a25	0	0	0	0	0	0	0
Or2a5	0	0	0	0	0	0	0
Or2a51	0	0	0	0	0	0	0
Or2a52	0	0	0	0	0	0	0
Or2a54	0	0	0	0	0	0	0
Or2a56	0	0	0	0	0	0	0
Or2a57	0	0	0	0	0	0	0
Or2a7	0	0	0	0	0	0	0
Or2aa1	0	0	0	0	0	0	0
Or2ab1	0	0	0	0	0	0	0
Or2ad1	0	0	0	0	0	0	0
Or2ag1	0	0	0	0	0	0	0
Or2ag12	0	0	0	0	0	0	0
Or2ag13	0	0	0	0	0	0	0
Or2ag15	0	0	0	0	0	0	0
Or2ag16	0	0	0	0	0	0	0
Or2ag17	0	0	0	0	0	0	0
Or2ag18	0	0	0	0	0	0	0
Or2ag19	0	0	0	0	0	0	0
Or2ag1b	0	0	0	0	0	0	0
Or2ag2	0	0	0	0	0	0	0
Or2ag20	0	0	0	0	0	0	0
Or2ag2b	0	0	0	0	0	0	0
Or2ah1	0	0	0	0	0	0	0
Or2aj4	0	0	0	0	0	0	0
Or2aj5	0	0	0	0	0	0	0
Or2aj6	0	0	0	0	0	0	0
Or2ak4	0	0	0	0	0	0	0
Or2ak5	0	0	0	0	0	0	0
Or2ak6	0	0	0	0	0	0	0
Or2ak7	0	0	0	0	0	0	0
Or2at1	0	0	0	0	0	0	0
Or2at4	0	0	0	0	0	0	0
Or2av9	0	0	0	0	0	0	0
Or2b11	0	0	0	0	0	0	0
Or2b2	0	0	0	0	0	0	0
Or2b28	0	0	0	0	0	0	0
Or2b2b	0	0	0	0	0	0	0
Or2b4	0	0	0	0	0	0	0
Or2b6	0	0	0	0	0	0	0
Or2b7	0	0	0	0	0	0	0
Or2bd2	0	0	0	0	0	0	0
Or2c1	0	0	0	0	0	0	0
Or2d2	0	0	0	0	0	0	0
Or2d2b	0	0	0	0	0	0	0
Or2d3	0	0	0	0	0	0	0
Or2d36	0	0	0	0	0	0	0
Or2d3b	0	0	0	0	0	0	0
Or2d3c	0	0	0	0	0	0	0
Or2d4	0	0	0	0	0	0	0
Or2f1	0	0	0	0	0	0	0
Or2f1b	0	0	0	0	0	0	0
Or2f2	0	0	0	0	0	0	0
Or2g1	0	0	0	0	0	0	0
Or2g25	0	0	0	0	0	0	0
Or2g7	0	0	0	0	0	0	0
Or2h1	0	0	0	0	0	0	0
Or2h15	0	0	0	0	0	0	0
Or2h1b	0	0	0	0	0	0	0
Or2h2	0	0	0	0	0	0	0
Or2h2b-ps1	0	0	0	0	0	0	0
Or2h2c	0	0	0	0	0	0	0
Or2i1	0	0	0	0	0	0	0
Or2j3	0	0	0	0	0	0	0
Or2j6	0	0	0	0	0	0	0
Or2k2	0	0	0	0	0	1	0
Or2l13	0	0	0	0	0	0	0
Or2l13b	0	0	0	0	0	0	0
Or2l5	0	0	0	0	0	0	0
Or2m12	0	0	0	0	0	1	0
Or2m13	0	0	0	0	0	0	0
Or2n1	0	0	0	0	0	0	0
Or2n1b	0	0	0	0	0	0	0
Or2n1c	0	0	0	0	0	0	0
Or2n1d	0	0	0	0	0	0	0
Or2n1e	0	0	0	0	0	0	0
Or2o1	0	0	0	0	0	0	0
Or2p2	0	0	0	0	0	0	0
Or2q1	0	0	0	0	0	0	0
Or2r11	0	0	0	0	0	0	0
Or2r2	0	0	0	0	0	0	0
Or2r3	0	0	0	0	0	0	0
Or2t1	0	0	0	0	0	0	0
Or2t26	0	0	0	0	0	0	0
Or2t29	0	0	0	0	0	0	0
Or2t35	0	0	0	0	0	0	0
Or2t43	0	0	0	0	0	0	0
Or2t44	0	0	0	0	0	0	0
Or2t45	0	0	0	0	0	0	0
Or2t46	0	0	0	0	0	0	0
Or2t47	0	0	0	0	0	1	0
Or2t48	0	0	0	0	0	0	0
Or2t49	0	0	0	0	0	0	0
Or2t6	0	0	0	0	0	0	0
Or2v1	0	0	0	0	0	7	6
Or2v2	0	0	0	0	0	0	0
Or2w1	0	0	0	0	0	0	0
Or2w1b	0	0	0	0	0	0	0
Or2w2	0	0	0	0	0	0	0
Or2w25	0	0	0	0	0	0	0
Or2w3	0	0	0	0	0	0	0
Or2w3b	0	0	0	0	0	0	0
Or2w4	0	0	0	0	0	0	0
Or2w6	0	0	0	0	0	0	0
Or2y1	0	0	0	0	0	0	1
Or2y10	0	0	0	0	0	0	0
Or2y11	0	0	0	0	0	0	0
Or2y12	0	0	0	0	0	0	0
Or2y13	0	0	0	0	0	0	1
Or2y14	0	0	0	0	0	0	0
Or2y15	0	0	0	0	0	0	0
Or2y16	0	0	0	0	0	0	0
Or2y17	0	0	0	0	0	0	0
Or2y1b	0	0	0	0	0	0	0
Or2y1c	0	0	0	0	0	0	0
Or2y1d	0	0	0	0	0	0	0
Or2y1e	0	0	0	0	0	0	0
Or2y1f	0	0	0	0	0	0	0
Or2y1g	0	0	0	0	0	0	0
Or2y3	0	0	0	0	0	0	0
Or2y6	0	0	0	0	0	0	0
Or2y8	0	0	0	0	0	0	0
Or2z2	0	0	0	0	0	0	0
Or2z8	0	0	0	0	0	0	0
Or2z9	0	0	0	0	0	0	0
Or3a1	0	0	0	0	0	0	0
Or3a10	0	0	0	0	0	0	0
Or3a1b	0	0	0	0	0	0	0
Or3a1c	0	0	0	0	0	0	0
Or3a1d	0	0	0	0	0	0	0
Or3a4	0	0	0	0	0	0	0
Or4a15	0	0	0	0	0	0	0
Or4a2	0	0	0	0	0	0	0
Or4a27	0	0	0	0	0	0	0
Or4a39	0	0	0	0	0	0	0
Or4a47	0	0	0	0	0	0	0
Or4a66	0	0	0	0	0	0	0
Or4a67	0	0	0	0	0	0	0
Or4a68	0	0	0	0	0	0	0
Or4a69	0	0	0	0	0	0	0
Or4a70	0	0	0	0	0	0	0
Or4a71	0	0	0	0	0	0	0
Or4a72	0	0	0	0	0	0	0
Or4a73	0	0	0	0	0	0	0
Or4a74	0	0	0	0	0	0	0
Or4a75	0	0	0	0	0	0	0
Or4a76	0	0	0	0	0	0	0
Or4a77	0	0	0	0	0	0	0
Or4a78	0	0	0	0	0	0	0
Or4a79	0	0	0	0	0	0	0
Or4a80	0	0	0	0	0	0	0
Or4a81	0	0	0	0	0	0	0
Or4b1	0	0	0	0	0	0	0
Or4b12	0	0	0	0	0	0	0
Or4b13	0	0	0	0	0	0	0
Or4b1b	0	0	0	0	0	0	0
Or4b1c	0	0	0	0	0	0	0
Or4b1d	0	0	0	0	0	0	0
Or4c1	0	0	0	0	0	0	0
Or4c10	0	0	0	0	0	2	0
Or4c100	0	0	0	0	0	0	0
Or4c101	0	0	0	0	0	0	0
Or4c102	0	0	0	0	0	0	0
Or4c103	0	0	0	0	0	0	0
Or4c104	0	0	0	0	0	0	0
Or4c105	0	0	0	0	0	0	0
Or4c106	0	0	0	0	0	0	0
Or4c107	0	0	0	0	0	0	0
Or4c108	0	0	0	0	0	0	0
Or4c109	0	0	0	0	0	0	0
Or4c10b	0	0	0	0	0	0	0
Or4c11	0	0	0	0	0	0	0
Or4c110	0	0	0	0	0	0	0
Or4c111	0	0	0	0	0	0	0
Or4c112	0	0	0	0	0	0	0
Or4c113	0	0	0	0	0	0	0
Or4c114	0	0	0	0	0	0	0
Or4c115	0	0	0	0	0	0	0
Or4c116	0	0	0	0	0	0	0
Or4c117	0	0	0	0	0	0	0
Or4c118	0	0	0	0	0	0	0
Or4c119	0	0	0	0	0	0	0
Or4c11b	0	0	0	0	0	0	0
Or4c11c	0	0	0	0	0	0	0
Or4c12	0	0	0	0	0	12	0
Or4c120	0	0	0	0	0	0	0
Or4c121	0	0	0	0	0	0	0
Or4c122	0	0	0	0	0	0	0
Or4c123	0	0	0	0	0	0	0
Or4c124	0	0	0	0	0	0	0
Or4c125	0	0	0	0	0	0	0
Or4c126	0	0	0	0	0	0	0
Or4c127	0	0	0	0	0	0	0
Or4c12b	0	0	0	0	0	0	0
Or4c15	0	0	0	0	0	0	0
Or4c15b	0	0	0	0	0	0	0
Or4c29	0	0	0	0	0	0	0
Or4c3	0	0	0	0	0	0	0
Or4c31	0	0	0	0	0	0	0
Or4c35	0	0	0	0	0	0	0
Or4c3d	0	0	0	0	0	0	0
Or4c52	0	0	0	0	0	0	0
Or4c58	0	0	0	0	0	0	0
Or4c99	0	0	0	0	0	0	0
Or4d1	0	0	0	0	0	0	0
Or4d10	0	0	0	0	0	0	0
Or4d10b	0	0	0	0	0	0	0
Or4d10c	0	0	0	0	0	0	0
Or4d11	0	0	0	0	0	0	0
Or4d2	0	0	0	0	0	0	0
Or4d2b	0	0	0	0	0	0	0
Or4d5	0	0	0	0	0	0	0
Or4d6	0	0	0	0	0	0	0
Or4e1	0	0	0	0	0	0	0
Or4e2	0	0	0	0	0	0	0
Or4e5	0	0	0	0	0	0	0
Or4f14	0	0	0	0	0	0	0
Or4f14b	0	0	0	0	0	0	0
Or4f14c	0	0	0	0	0	0	0
Or4f14d	0	0	0	0	0	0	0
Or4f15	0	0	0	0	0	0	0
Or4f17-ps1	0	0	0	0	0	0	0
Or4f4-ps1	0	0	0	0	0	0	0
Or4f47	0	0	0	0	0	0	0
Or4f4b	0	0	0	0	0	0	0
Or4f52	0	0	0	0	0	0	0
Or4f53	0	0	0	0	0	0	0
Or4f54	0	0	0	0	0	0	0
Or4f56	0	0	0	0	0	0	0
Or4f57	0	0	0	0	0	0	0
Or4f58	0	0	0	0	0	0	0
Or4f59	0	0	0	0	0	0	0
Or4f6	0	0	0	0	0	0	0
Or4f60	0	0	0	0	0	0	0
Or4f61	0	0	0	0	0	0	0
Or4f62	0	0	0	0	0	0	0
Or4f7	0	0	0	0	0	0	0
Or4g16	0	0	0	0	0	0	0
Or4g17	0	0	0	0	0	0	0
Or4g7	0	0	0	0	0	0	0
Or4k1	0	0	0	0	0	0	0
Or4k15	0	0	0	0	0	0	0
Or4k15b	0	0	0	0	0	0	0
Or4k15c	0	0	0	0	0	0	0
Or4k2	0	0	0	0	0	0	0
Or4k35	0	0	0	0	0	0	0
Or4k36	0	0	0	0	0	0	0
Or4k37	0	0	0	0	0	0	0
Or4k38	0	0	0	0	0	0	0
Or4k40	0	0	0	0	0	0	0
Or4k41	0	0	0	0	0	0	0
Or4k42	0	0	0	0	0	0	0
Or4k44	0	0	0	0	0	0	0
Or4k45	0	0	0	0	0	0	0
Or4k47	0	0	0	0	0	0	0
Or4k48	0	0	0	0	0	0	0
Or4k49	0	0	0	0	0	0	0
Or4k5	0	0	0	0	0	0	0
Or4k50-ps1	0	0	0	0	0	0	0
Or4k51	0	0	0	0	0	0	0
Or4k52	0	0	0	0	0	0	0
Or4k6	0	0	0	0	0	0	0
Or4k77	0	0	0	0	0	0	0
Or4l1	0	0	0	0	0	0	0
Or4l15	0	0	0	0	0	0	0
Or4m1	0	0	0	0	0	0	0
Or4n4	0	0	0	0	0	0	0
Or4n4b	0	0	0	0	0	0	0
Or4n5	0	0	0	0	0	0	0
Or4p18	0	0	0	0	0	0	0
Or4p19	0	0	0	0	0	0	0
Or4p20	0	0	0	0	0	0	0
Or4p21	0	0	0	0	0	0	0
Or4p22	0	0	0	0	0	0	0
Or4p23	0	0	0	0	0	0	0
Or4p4	0	0	0	0	0	0	0
Or4p4b-ps1	0	0	0	0	0	0	0
Or4p7	0	0	0	0	0	0	0
Or4p8	0	0	0	0	0	0	0
Or4q3	0	0	0	0	0	0	0
Or4s2	0	0	0	0	0	0	0
Or4s2b	0	0	0	0	0	0	0
Or4x11	0	0	0	0	0	0	0
Or4x12-ps1	0	0	0	0	0	0	0
Or4x13	0	0	0	0	0	0	0
Or4x15	0	0	0	0	0	0	0
Or4x18	0	0	0	0	0	0	0
Or4x5-ps1	0	0	0	0	0	0	0
Or4x6	0	0	0	0	0	0	0
Or4z4	0	0	0	0	0	0	0
Or51a10	0	0	0	0	0	0	0
Or51a24	0	0	0	0	0	0	0
Or51a25	0	0	0	0	0	0	0
Or51a39	0	0	0	0	0	0	0
Or51a42	0	0	0	0	0	0	0
Or51a43	0	0	0	0	0	0	0
Or51a5	0	0	0	0	0	0	0
Or51a6	0	0	0	0	0	0	0
Or51a7	0	0	0	0	0	0	0
Or51a8	0	0	0	0	0	0	0
Or51aa2	0	0	0	0	0	0	0
Or51aa5	0	0	0	0	0	0	0
Or51ab3	0	0	0	0	0	0	0
Or51ac3	0	0	0	0	0	0	0
Or51af1	0	0	0	0	0	0	0
Or51ag1	0	0	0	0	0	0	0
Or51ah3	0	0	0	0	0	0	0
Or51ai2	0	0	0	0	0	0	0
Or51b17	0	0	0	0	0	0	0
Or51b4	0	0	0	0	0	0	0
Or51b6	0	0	0	0	0	0	0
Or51b6b	0	0	0	0	0	0	0
Or51d1	0	0	0	0	0	0	0
Or51e1	0	0	0	0	0	0	0
Or51e2	0	0	0	0	0	0	0
Or51f1	0	0	0	0	0	0	0
Or51f1d	0	0	0	0	0	0	0
Or51f1e	0	0	0	0	0	0	0
Or51f2	0	0	0	0	0	0	0
Or51f23	0	0	0	0	0	0	0
Or51f23b	0	0	0	0	0	0	0
Or51f23c-ps1	0	0	0	0	0	0	0
Or51f5	0	0	0	0	0	0	0
Or51g1	0	0	0	0	0	0	0
Or51g2	0	0	0	0	0	0	0
Or51h1	0	0	0	0	0	0	0
Or51h5	0	0	0	0	0	0	0
Or51i1	0	0	0	0	0	0	0
Or51i2	0	0	0	0	0	0	0
Or51k1	0	0	0	0	0	0	0
Or51k2	0	0	0	0	0	0	0
Or51k7	0	0	0	0	0	0	0
Or51l1-ps1	0	0	0	0	0	0	0
Or51l14	0	0	0	0	0	0	0
Or51l4	0	0	0	0	0	0	0
Or51m1	0	0	0	0	0	0	0
Or51p1	0	0	0	0	0	0	0
